song_id,artist,title,lyrics,emotion
84,Shawn Mendes,I Know What You Did Last Summer,"
It's tearing me apart

She's slipping away (I'm slipping away)

Am I just hanging on to all the words she used to say?

The pictures on her phone

She's not coming home (I'm not coming home)

Coming home, coming home


I know what you did last Summer (Ah-ah)

Just lied to me, ""there's no other"" (He-ey)

I know what you did last Summer

Tell me where you've been

I know what you did last Summer (Ah-ah)

Look me in the eyes, my lover (He-ey)

I know what you did last Summer

Tell me where you've been",
85,Fat Joe,All the Way Up,"
I'm all the way up

I'm all the way up

I'm all the way up

All the way up

Nothin' can stop me, I'm all the way up


For my niggas with Bentley coupes and Rolexes

Kicked the bitch out the room and gave her no breakfast

Had to stash the jewels, these bitches so reckless

Keep my hoes on cruise, I'm talkin' naughty nothings

Shorty uptown showin' off her new things

Couldn't take it all so I gave her un chin

She call me top shotta, yeah I keep a few tings

Champion sound, yeah I got a few rings

And I'm all the way up

And you can stay up

And if you ask anybody where I live

They'll point to the hills and say

Go all the way up

Go all the way up",
87,Chris Brown,Back to Sleep,"
I know you got work pretty early

I'll be around 'bout 3:30

Usually you done by one

So baby when I wake you up


Just let me rock, fuck you back to sleep girl

Don't say a word no, now don't you talk

Just hold on tight to me girl

Fuck you back to sleep girl, rock you back",
88,Usher,No Limit,"
You know you fine, baby you know that you fine

I'm just tryna make you mine

Tryna make you mine, yeah I'm tryna make you mine

Put a tingle in your spine

We got to vibe, we got a wave

You should ride on it

All the places I could take

You, girl is limitless

So if you never been

Girl I would just love to take you there

You don't have to worry bout a thing

I got it, let me show you better than


Cause I may not know you, just let me hold you

You be my soldier, and you from the Nolia",
90,Kevin Gates,Really Really,"
Make em believe I made em believe

A Lyrical song writer

And he can sing

Bringing in money like raking in leaves

I was just trying to get paper to sneeze

Achooo

That was a blessing

She special to you

I don't look at her special

Actually I treat her regular

Not being seen

We not making no spectacle

Gates had her first then he gave her to Kevin

All the above we do all the etcetera

Scared of the feds

Had to switch up my cellular

He talking Reckless don't call me back ever

Passing thru Gardere to holler at Glover

Shout out to black

Shout out to Cedric

Grey Monte Carlo

Cocaine 911

Just hollered at Trav

I'm like the Reverend

My section ridiculous

Watch where you stepping

Pockets on indigent, can't be too careful

Steve like em tall

And when they yellow

Working in college

Fresh with low mileage

I like em black

Pretty white teeth

Body unique

Booty on fleek

Jhene Aiko

Chewing her cheeks

Groceries please

You know that was for me


All my diamonds shine cause they really diamonds

Bad bitches in line, they be really trying

They ask me if I'm high

I say really really

Got money on my mind

I say really really

I look like I been balling cause I'm really balling

I won't apologize

I'm not really sorry

They ask me if I'm lying

I say really really

I'm really out my mind

I say really really

Really really",
91,Fifth Harmony,All In My Head (Flex),"
Curtains like waves closing in all around us

Dimming the lights just so that they don't blind us

So tongue and cheek when we're laying on roses

But you're touching my skin and it's leavin' me hopeless


I wanna feel you un- feel you under my body

I wanna feel you un- feel you un",
92,Hailee Steinfeld,Starving,"
I didn't know that I was starving till I tasted you 

Don't need no butterflies when you give me the whole damn zoo 

By the way, by the way, you do things to my body 

And I didn't know that I was starving till I tasted you 


By the way, by the way, you do things to my body 

I didn't know that I was starving till I tasted you ",
93,Coldplay,Adventure of a Lifetime,"
I feel my heart beating

I feel my heart underneath my skin

I feel my heart beating

Oh, you make me feel

Like I'm alive again


Alive again!",
94,Tim McGraw,Humble and Kind,"
Hold the door say please say thank you

Don't steal, don't cheat, and don't lie

I know you got mountains to climb but

Always stay humble and kind

When the dreams you're dreamin' come to you

When the work you put in is realized

Let yourself feel the pride but

Always stay humble and kind


Don't expect a free ride from no one

Don't hold a grudge or a chip and here's why

Bitterness keeps you from flying

Always stay humble and kind

Know the difference between sleeping with someone

And sleeping with someone you love

I love you ain't no pick up line so

Always stay humble and kind",
95,Future,Wicked,"
Candles burning, money burning, graveyard these niggas

Phantom parkin', big dawg barkin' hey

Blood tales on me, oh-oh-oh-oh

Shawty want that wig, oh-oh-oh-oh

I'm drippin' Cartier, oh-oh-oh-oh

Put a gold bird on you, that's what's happening

I put that lingo on her, she was Spanish

I fill a one liter up with Xannies

This continental and it's panoramic

It's complimentary to the savages

You fuck around with me, it be a tragedy

I want green, green, green, all asparagus

I drink lean, lean, lean it ain't embarassing


Wicked, wicked, wicked, wicked, wicked

Hold up, wicked, wicked, wicked, wicked

Woah, wicked, wicked, wicked, wicked, wicked",
97,Wiz Khalifa,See You Again,"
How could we not talk about family when family's all that we got?

Everything I went through you were standing there by my side

And now you gonna be with me for the last ride


It's been a long day without you my friend

And I'll tell you all about it when I see you again

We've come a long way from where we began

Oh I'll tell you all about it when I see you again

when I see you again",
98,One Direction,Perfect,"
But if you like causing trouble up in hotel rooms

And if you like having secret little rendezvous

If you like to do the things you know that we shouldn't do

Baby, I'm perfect

Baby, I'm perfect for you


And if you like midnight driving with the windows down

And if you like going places we can't even pronounce

If you like to do whatever you've been dreaming about

Baby, you're perfect

Baby, you're perfect

So let's start right now",
99,Ed Sheeran,Shape of You,"
Girl, you know I want your love

Your love was handmade for somebody like me

Come on now, follow my lead

I may be crazy, don't mind me

Say, boy, let's not talk too much

Grab on my waist and put that body on me

Come on now, follow my lead

Come, come on now, follow my lead


I'm in love with the shape of you

We push and pull like a magnet do

Although my heart is falling too

I'm in love with your body

And last night you were in my room

And now my bedsheets smell like you

Every day discovering something brand new

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body

Every day discovering something brand new

I'm in love with the shape of you",
101,Bruno Mars,That's What I Like,"
Jump in the Cadillac, girl, let's put some miles on it

Anything you want, just to put a smile on it

You deserve it baby, you deserve it all

And I'm gonna give it to you


Gold jewelry shining so bright

Strawberry champagne on ice

Lucky for you, that's what I like, that's what I like

Lucky for you, that's what I like, that's what I like

Sex by the fire at night

Silk sheets and diamonds all white

Lucky for you, that's what I like, that's what I like

Lucky for you, that's what I like, that's what I like",
102,Kendrick Lamar,Humble,"
(Hol' up, bitch) sit down

(Hol' up lil' bitch, hol' up lil' bitch) be humble

(Hol' up, bitch) sit down

(Sit down, hol' up, lil' bitch)

Be humble (bitch)

(Hol' up, hol' up, hol' up, hol' up) bitch, sit down

Lil' bitch (hol' up, lil' bitch) be humble

(Hol' up, bitch) sit down

(Hol' up, hol' up, hol' up, hol' up) be humble

(Hol' up, hol' up, hol' up, hol' up, lil' bitch) sit down

(Hol' up lil' bitch) be humble

(Hol' up, bitch) sit down

(Hol' up, sit down, lil' bitch)

(Sit down, lil' bitch, be humble)

(Hol' up, hol' up, hol' up, hol' up, lil' bitch) bitch, sit down

(Hol' up, bitch) be humble

(Hol' up, bitch) sit down

(Hol' up, hol' up, hol' up, hol' up)


Who dat nigga thinkin' that he frontin' on man, man? (Man, man)

Get the fuck off my stage, I'm the Sandman (Sandman)

Get the fuck off my dick, that ain't right

I make a play fuckin' up your whole life

I'm so fuckin' sick and tired of the Photoshop

Show me somethin' natural like afro on Richard Pryor

Show me somethin' natural like ass with some stretchmarks

Still will take you down right on your mama's couch in Polo socks, ayy

This shit way too crazy, ayy, you do not amaze me, ayy

I blew cool from AC, ayy, Obama just paged me, ayy

I don't fabricate it, ayy, most of y'all be fakin', ayy

I stay modest 'bout it, ayy, she elaborate it, ayy

This that Grey Poupon, that Evian, that TED Talk, ayy

Watch my soul speak, you let the meds talk, ayy

If I kill a nigga, it won't be the alcohol, ayy

I'm the realest nigga after all, bitch, be humble",
